objectid,parentid,title,creator,date,era,description,subject,publisher,source,relation,hasVersion,type,format,extent,language,rights,license,isPartOf,isReferencedBy,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
abb19591,,Darstellung eines mehrgängigen Bandwebstuhls in der ‹Encyclopédie› von 1786,,1786,Neuzeit,"Auf solchen hölzernen Webmaschinen, die als ‹Kunststuhl› oder ‹Bandmühle› bezeichnet wurden, konnten Weber und Weberinnen gleichzeitig mehrere Seidenbänder weben, indem sie stehend mithilfe eines Hebels regelmässig einen Mechanismus in Gang setzten.",Arbeit; Wirtschaft; Frauenberuf,Bayerische Staatsbibliothek München,"Bayerische Staatsbibliothek München, 4
Enc. 9-8,a,6",https://www.digitale-sammlungen.de/de/view/bsb10351619?page=295,https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10351619/manifest,http://purl.org/dc/dcmitype/Image,image/tiff,4763x6299,,"In Copyright
Bayerische Staatsbibliothek München,
4 Enc. 9-8,a,6",https://rightsstatements.org/page/InC/1.0/,4,81,record,,,,,
abb19647,,"Anonym, Porträt von Emanuel Hoffmann-Müller, um 1700",Anonym,1700/,Neuzeit,"Als Vertreter einer ganzen Gruppe trägt der Kaufmann und Seidenbandverleger die neueste Pariser Mode: Allongeperücke, schwarzer Rock und weisse, geränderte Krawatte.",Mode; Wirtschaft,Historisches Museum Basel,HMB Inv. 1959.241.a,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/portraet-des-emanuel-hoffmann-mueller/,,http://purl.org/dc/dcmitype/Image,image/jpeg,3583x4409,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1959.241.a, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,82,image,,https://omeka.unibe.ch/files/large/c2f28dcfb0786527e4bb152aeb5653fa41f1be7e.jpg,https://omeka.unibe.ch/files/large/c2f28dcfb0786527e4bb152aeb5653fa41f1be7e.jpg,,
abb19765,,"Anonym, Porträt von Franz Leisler-Werthemann, 1685",Anonym,1685,Neuzeit,"Als Vertreter einer ganzen Gruppe trägt der Kaufmann und Seidenbandverleger die neueste Pariser Mode: Allongeperücke, schwarzer Rock und weisse, geränderte Krawatte.",Wirtschaft; Mode,Historisches Museum Basel,HMB Inv. 1983.657,Nicht im Onlinekatalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,8101x9113,,"CC BY-SA 4.0, Andreas Niemz
HMB, Inv. 1983.657, Foto Andreas Niemz",https://creativecommons.org/licenses/by-sa/4.0/,4,83,image,,https://omeka.unibe.ch/files/large/62c97f1efa3c64028dfc6051e0afe7eb08ff6538.jpg,https://omeka.unibe.ch/files/large/62c97f1efa3c64028dfc6051e0afe7eb08ff6538.jpg,,
abb19833,,"Wappenbuch des Direktoriums der Kaufmannschaft, kolorierte Zeichnung von Andreas Holzmüller nach Johann Heinrich Glaser, 1716",Andreas Holzmüller Q85097961,1716,Neuzeit,"Als vormoderne ‹Handelskammer› beriet das Direktorium den Rat in wirtschafts- und handelspolitischen Fragen, seit Ende des 17. Jahrhunderts auch bei der Neuorganisation des Postwesens. Unter dem Schutz von Basilea und Merkur stand nicht nur der Handel der Stadt, sondern auch das Post- und Transportwesen: der Briefbote zu Fuss, der Postreiter, das Lastpferd, der Botten- oder Lastenwagen und das Rheinschiff.",Stadt; Wirtschaft,"Wappenbuch des Direktoriums der Kaufmannschaft, kolorierte Zeichnung von Andreas Holzmüller nach Johann Heinrich Glaser",StABS,,,http://purl.org/dc/dcmitype/Image,image/tiff,3024x4032,,"Benutzungsbestimmungen StABS
StABS, Handel und Gewerbe B 15",https://rightsstatements.org/page/InC-RUU/1.0/,4,84,record,,,,,
abb20098,,"Färbekarte der Berner Firma Jacques Jonquière für Seide mit Preisangaben, 1731",,1731,Neuzeit,"Vor allem Modefarben, wie sie im oberen Teil der Karte zu sehen sind, importierten die Basler Seidenbandfabrikanten aus Zürich und Bern.",Wirtschaft; Arbeit; Industrie; Unternehmen,Geheimes Staatsarchiv Preussischer Kulturbesitz,"Geheimes Staatsarchiv Preussischer Kulturbesitz, II. HA GD, Abt. 7 Ostpreussen und Litthauen, II Nr. 1203, fol. 109.",,,http://purl.org/dc/dcmitype/Image,image/tiff,9263x12595,,"Public Domain Mark
Geheimes Staatsarchiv Preussischer Kulturbesitz, 
II. HA GD, Abt. 7 Ostpreussen und Litthauen, II Nr. 1203, fol. 109",https://creativecommons.org/publicdomain/mark/1.0/,4,85,image,,https://omeka.unibe.ch/files/large/0c3672be12f834ae0b893ea2e9580e9146ea7662.jpg,https://omeka.unibe.ch/files/large/0c3672be12f834ae0b893ea2e9580e9146ea7662.jpg,,
abb20196,,"Emanuel Büchel, Ryhiner’sche Fabrik vom Riehenteich aus, 1751",Emmanuel Büchel Q117083,1751,Neuzeit,"Im Vordergrund ist der Industriekanal mit Waschhaus (rechts) zu sehen, dahinter die Bleichwiesen zum Trocknen der bedruckten Indienne-Tücher. Das niedrige Gebäude im Hintergrund diente der Fabrikation, weiter rechts befindet sich das Haus des Fabrikanten Emanuel Ryhiner.",Arbeit; Wirtschaft; Industrie,Staatsarchiv Basel-Stadt,"StABS Bild Falk. Fb 1,13",https://dls.staatsarchiv.bs.ch/records/548069,,http://purl.org/dc/dcmitype/Image,image/tiff,9144x6771,,"Benutzungsbestimmungen StABS
StABS, BILD Falk. Fb 1, 13",http://rightsstatements.org/vocab/UND/1.0/,4,86,record,,,,,
abb20169,,"Anonym, Porträt von Samuel Ryhiner-Fürstenberger, um 1723",Anonym,1723~,Neuzeit,"Der erste Indienne-Fabrikant in Basel, Samuel Ryhiner-Fürstenberger, und seine Ehefrau Esther Ryhiner-Fürstenberger (1702–1764) sind in kostbaren Seidenkleidern dargestellt. Ihr Sohn, der Fabrikant und spätere Bürgermeister Johannes Ryhiner, liess sich im luxuriös mit Pelz besetzten Hausmantel und mit einer Tabakspfeife aus Ton als modischer Konsument porträtieren.",Wirtschaft; Arbeit; Konsum,Historisches Museum Basel,HMB Inv. 1982.406,Nicht im Onlinekatalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,5484x7320,,"CC BY-SA 4.0
HMB, Inv. 1982.406",https://creativecommons.org/licenses/by-sa/4.0/,4,87,image,,https://omeka.unibe.ch/files/large/095baf44da25a687b257a5262cad3e3b788c867c.jpg,https://omeka.unibe.ch/files/large/095baf44da25a687b257a5262cad3e3b788c867c.jpg,,
abb20182,,"Anonym, Porträt von Esther Ryhiner-Fürstenberger, 1723",Anonym,1723,Neuzeit,"Der erste Indienne-Fabrikant in Basel, Samuel Ryhiner-Fürstenberger, und seine Ehefrau Esther Ryhiner-Fürstenberger (1702–1764) sind in kostbaren Seidenkleidern dargestellt. Ihr Sohn, der Fabrikant und spätere Bürgermeister Johannes Ryhiner, liess sich im luxuriös mit Pelz besetzten Hausmantel und mit einer Tabakspfeife aus Ton als modischer Konsument porträtieren.",Wirtschaft; Arbeit; Konsum,Historisches Museum Basel,HMB Inv. 1997.58,Nicht im Onlinekatalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,4117x4823,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1997.58, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,88,image,,https://omeka.unibe.ch/files/large/5e3e4f2d21ef9cdc76d3e6826513d0cba4a9f1ca.jpg,https://omeka.unibe.ch/files/large/5e3e4f2d21ef9cdc76d3e6826513d0cba4a9f1ca.jpg,,
abb20188,,"Joseph Esperlin, Porträt von Johannes Ryhiner-Iselin, 1757",Joseph Esperlin Q1706945,1757,Neuzeit,"Der erste Indienne-Fabrikant in Basel, Samuel Ryhiner-Fürstenberger, und seine Ehefrau Esther Ryhiner-Fürstenberger (1702–1764) sind in kostbaren Seidenkleidern dargestellt. Ihr Sohn, der Fabrikant und spätere Bürgermeister Johannes Ryhiner, liess sich im luxuriös mit Pelz besetzten Hausmantel und mit einer Tabakspfeife aus Ton als modischer Konsument porträtieren.",Arbeit; Wirtschaft; Konsum,Historisches Museum Basel,HMB Inv. 1997.56.1,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/portraet-des-johannes-ryhiner-iselin/,,http://purl.org/dc/dcmitype/Image,image/tiff,3445x4159,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1997.56.1, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,89,image,,https://omeka.unibe.ch/files/large/0db35665bfc427a42647aea3a676805d379f3704.jpg,https://omeka.unibe.ch/files/large/0db35665bfc427a42647aea3a676805d379f3704.jpg,,
abb20252,,"Abschiedsschein der Firma Emanuel Ryhiner Vater, Sohn & Iselin für Johannes
Rohr, 18.10.1794",,1764,Neuzeit,"Der Schein enthält den expliziten Hinweis auf ein neues Abkommen der Basler Fabrikanten, sich gegenseitig keine Arbeiter abzuwerben. Das in Zahlen angegebene Datum war ein kodierter Hinweis für künftige Arbeitgeber, dass Rohr auf der schwarzen Liste der Fabrikanten stand.",Unternehmen; Wirtschaft; Arbeit,Staatsarchiv Basel-Stadt,StABS Handel und Gewerbe LL 9,https://dls.staatsarchiv.bs.ch/records/293084,,http://purl.org/dc/dcmitype/Image,image/tiff,5914x6370,Deutsch,"Benutzungsbestimmungen StABS
StABS, Handel und Gewerbe LL 9",https://rightsstatements.org/page/InC/1.0/,4,90,record,,,,,
abb21093,,"Taunerhaus, Oberdorfstrasse 57 in Riehen",,1960,Neuzeit,"Der Anbau des Taunerhauses (vorne links) ist eine typische
Behausung für Indienne-Arbeiter wie Balthasar Horn und seine Familie,
die in der ‹Fabrique› in Basel arbeiteten.",Wirtschaft; Wohnen; Architektur; Familie,Dokumentationsstelle Gemeinde Riehen,"Dokumentationsstelle Gemeinde Riehen, RIE B.1 01867-00",,,http://purl.org/dc/dcmitype/Image,image/tiff,4696x3128,,"In Copyright, R. Schmid
Dokumentationsstelle Gemeinde Riehen,
Foto R. Schmid",https://rightsstatements.org/page/InC/1.0/,4,91,record,,,,,
abb20418,,"Exportabgaben und Konsumsteuern, 1690–1798",,,Neuzeit,"Die logarithmische Darstellung verdeutlicht das exponentielle Wachstum der Abgaben
auf Export- und Handelswaren im Vergleich zu den Konsumabgaben. Seit den 1770er-Jahren  übertrafen die Konsumabgaben der Landschaft diejenigen der Stadt (Angaben nach Vettori 1984, S. 211–215, 334–340. Gschwind 1977, S. 173–174, 639–641).",Konsum; Wirtschaft; Stadt,"Vettori, Arthur: Finanzhaushalt und Wirtschaftsverwaltung
Basels (1689–1798). Wirtschafts -und Lebensverhältnisse einer Gesellschaft
zwischen Tradition und Umbruch, Basel; Frankfurt a. M. 1984, S. 211–215, 334–340;
Gschwind, Franz: Bevölkerungsentwicklung und Wirtschaftsstruktur der Landschaft
Basel im 18. Jahrhundert. Ein historisch-demographischer
Beitrag zur Sozial- und Wirtschaftsgeschichte mit besonderer Berücksichtigung
der langfristigen Bevölkerungsentwicklung von Stadt (seit 1100) und
Landschaft (seit 1500) Basel, Liestal 1977, S. 173–174, 639–641.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1370x780 / 382x327,Deutsch,"CC BY-SA 4.0
Quelle: Vettori 1984, S. 211–215, 334–340;
Gschwind 1977, S. 173–174, 639–641. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,92,compound_object,,,,,
abb20418_0,abb20418,,,,Neuzeit,"Die logarithmische Darstellung verdeutlicht das exponentielle Wachstum der Abgaben
auf Export- und Handelswaren im Vergleich zu den Konsumabgaben. Seit den 1770er-Jahren  übertrafen die Konsumabgaben der Landschaft diejenigen der Stadt (Angaben nach Vettori 1984, S. 211–215, 334–340. Gschwind 1977, S. 173–174, 639–641).",Konsum; Wirtschaft; Stadt,"Vettori, Arthur: Finanzhaushalt und Wirtschaftsverwaltung
Basels (1689–1798). Wirtschafts -und Lebensverhältnisse einer Gesellschaft
zwischen Tradition und Umbruch, Basel; Frankfurt a. M. 1984, S. 211–215, 334–340;
Gschwind, Franz: Bevölkerungsentwicklung und Wirtschaftsstruktur der Landschaft
Basel im 18. Jahrhundert. Ein historisch-demographischer
Beitrag zur Sozial- und Wirtschaftsgeschichte mit besonderer Berücksichtigung
der langfristigen Bevölkerungsentwicklung von Stadt (seit 1100) und
Landschaft (seit 1500) Basel, Liestal 1977, S. 173–174, 639–641.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1370x780 / 382x327,Deutsch,"CC BY-SA 4.0
Quelle: Vettori 1984, S. 211–215, 334–340;
Gschwind 1977, S. 173–174, 639–641. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,92,pdf,https://omeka.unibe.ch/files/original/61ac03833672172c27032be34420414035444c87.pdf,,,,
abb20418_1,abb20418,,,,Neuzeit,"Die logarithmische Darstellung verdeutlicht das exponentielle Wachstum der Abgaben
auf Export- und Handelswaren im Vergleich zu den Konsumabgaben. Seit den 1770er-Jahren  übertrafen die Konsumabgaben der Landschaft diejenigen der Stadt (Angaben nach Vettori 1984, S. 211–215, 334–340. Gschwind 1977, S. 173–174, 639–641).",Konsum; Wirtschaft; Stadt,"Vettori, Arthur: Finanzhaushalt und Wirtschaftsverwaltung
Basels (1689–1798). Wirtschafts -und Lebensverhältnisse einer Gesellschaft
zwischen Tradition und Umbruch, Basel; Frankfurt a. M. 1984, S. 211–215, 334–340;
Gschwind, Franz: Bevölkerungsentwicklung und Wirtschaftsstruktur der Landschaft
Basel im 18. Jahrhundert. Ein historisch-demographischer
Beitrag zur Sozial- und Wirtschaftsgeschichte mit besonderer Berücksichtigung
der langfristigen Bevölkerungsentwicklung von Stadt (seit 1100) und
Landschaft (seit 1500) Basel, Liestal 1977, S. 173–174, 639–641.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1370x780 / 382x327,Deutsch,"CC BY-SA 4.0
Quelle: Vettori 1984, S. 211–215, 334–340;
Gschwind 1977, S. 173–174, 639–641. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,92,pdf,https://omeka.unibe.ch/files/original/1a22eec5553d17ed0565c83242b77d9c1c643bb3.pdf,,,,
abb20624,,Münsterplatz mit Domherrenhäusern,,,Neuzeit,"Johann Jacob Fechter und einige andere Architekten prägten mit barocken
Um- und Neubauten im Auftrag reicher (Transithandels-)Kaufleute, Fabrikanten
und Vertreter der Obrigkeit das Gesicht der Stadt nachhaltig.",Stadt; Architektur,Privatbesitz,,,,http://purl.org/dc/dcmitype/Image,image/tiff,4032x3024,,"CC BY-SA 4.0, Susanna Burghartz",https://creativecommons.org/licenses/by-sa/4.0/,4,93,image,,https://omeka.unibe.ch/files/large/ad73258e8ca913b80c177d71f0f3f8ae7ef8af9c.jpg,https://omeka.unibe.ch/files/large/ad73258e8ca913b80c177d71f0f3f8ae7ef8af9c.jpg,,
abb20664,,Ramsteinerhof vom Rhein her,,,Neuzeit,"Johann Jacob Fechter und einige andere Architekten prägten mit barocken Um- und Neubauten im Auftrag reicher (Transithandels-)Kaufleute, Fabrikanten und Vertreter der Obrigkeit das Gesicht der Stadt nachhaltig.",Architektur; Wohnen,Privatbesitz,,,,http://purl.org/dc/dcmitype/Image,image/tiff,3024x4032,,"CC BY-SA 4.0, Susanna Burghartz",https://creativecommons.org/licenses/by-sa/4.0/,4,94,image,,https://omeka.unibe.ch/files/large/4dcc149761dec3e59ef3e689f8bfe4b8c95815aa.jpg,https://omeka.unibe.ch/files/large/4dcc149761dec3e59ef3e689f8bfe4b8c95815aa.jpg,,
abb20827,,Wildt’sches Haus am Petersplatz,,,Neuzeit,"Johann Jacob Fechter und einige andere Architekten prägten mit barocken Um-und Neubauten im Auftrag reicher (Transithandels-)Kaufleute, Fabrikanten und Vertreter der Obrigkeit das Gesicht der Stadt nachhaltig.",Wohnen; Architektur,Privatbesitz,,,,http://purl.org/dc/dcmitype/Image,image/tiff,4032x3024,,"CC BY-SA 4.0, Susanna Burghartz",https://creativecommons.org/licenses/by-sa/4.0/,4,95,image,,https://omeka.unibe.ch/files/large/470fcfb62ccca65955489d3c526161a385674cc3.jpg,https://omeka.unibe.ch/files/large/470fcfb62ccca65955489d3c526161a385674cc3.jpg,,
abb20853,,"Rupfentapete mit Chinoiserien im Bruckgut, Münchenstein",,,Neuzeit,"Um 1760 liess Markus Weiss-Leisler (1696–1768) zwei Zimmer in seinem Sommersitz mit französischen Chinoiserie-Tapeten aus Papier und Rupfen einrichten. 1750 hatte sein Schwager, der junge, reiche Achilles Leisler (1723–1784), vor den Toren der Stadt die ‹Sandgrube› als barockes Sommerpalais erbaut und im Stile des europäischen Adels ausstatten lassen. Das Boudoir im ersten Stock wurde mit kostbaren chinesischen Papiertapeten ausgekleidet. In Guangzhou (Kanton) für den Export nach Europa gefertigt, zeigen sie mit Vogelpaaren, Felsformationen und exotischer Flora typische chinesische Motive für Glück, Wohlstand und Fruchtbarkeit.",Wohnen; Wirtschaft; Globalisierung,Privatbesitz,,,,http://purl.org/dc/dcmitype/Image,image/tiff,8272x4477,,"In Copyright, Andreas Niemz
Privatbesitz, Foto Andreas Niemz",http://rightsstatements.org/vocab/InC-RUU/1.0/,4,96,record,,,,,
abb21071,,"Chinesische Maulbeerbaumpapiertapete im Sommerhaus des Seidenbandfabrikanten Achilles Leisler-Hoffmann, ca. 1753",,1753,Neuzeit,"Um 1760 liess Markus Weiss-Leisler (1696–1768) zwei Zimmer in seinem Sommersitz mit französischen Chinoiserie-Tapeten aus Papier und Rupfen einrichten. 1750 hatte sein Schwager, der junge, reiche Achilles Leisler (1723–1784), vor den Toren der Stadt die ‹Sandgrube› als barockes Sommerpalais erbaut und im Stile des europäischen Adels ausstatten lassen. Das Boudoir im ersten Stock wurde mit kostbaren chinesischen Papiertapeten ausgekleidet. In Guangzhou (Kanton) für den Export nach Europa gefertigt, zeigen sie mit Vogelpaaren, Felsformationen und exotischer Flora typische chinesische Motive für Glück, Wohlstand und Fruchtbarkeit.",Globalisierung; Wirtschaft; Wohnen,Kantonale Denkmalpflege Basel-Stadt,,,,http://purl.org/dc/dcmitype/Image,image/tiff,5352x5065,,"In Copyright, Erik Schmidt
Kantonale Denkmalpflege Basel-Stadt,
Foto Erik Schmidt",http://rightsstatements.org/vocab/InC/1.0/,4,97,record,,,,,
abb24576,,"Chintzschürze aus indischem Stoff, handgemalt, 1. Hälfte 18. Jahrhundert",,1700/1750,Neuzeit,"Seit der Mitte des 17. Jahrhunderts begeisterten sich Adel und bürgerliche Oberschichten in Europa für bedruckte Baumwollstoffe aus Indien. In der Schweiz lassen sich erste Spuren der neuen Mode seit den 1720er-Jahren feststellen. Davon zeugt auch der feine Stoff einer Chintzschürze aus dem Besitz der Familie Falkner-Geymüller, der abwechselnd mit Streifen aus blühenden Zweigen und kleinen Bäumen in Rot- und Blautönen bemalt ist. Er stammt aus Indien und verweist mit seinem Design auf die Lebensbäume der indischen ‹Palampore› (Bettüberwürfe), die damals an der Koromandelküste für den europäischen Markt produziert wurden. Das Schnittmuster dieser dekorativen Schürze dagegen war typisch europäisch.",Kleidung; Globalisierung,Historisches Museum Basel,HMB Inv. Nr. 1958.168,Nicht im Onlinekatalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,7320x5484,,"CC BY-SA 4.0, Natascha Jansen
HMB, Inv. 1958.168, Foto Natascha Jansen",https://creativecommons.org/licenses/by-sa/4.0/,4,98,image,,https://omeka.unibe.ch/files/large/6de207be77d6204fc7ff9f42bbbc5f6fb0c01cd2.jpg,https://omeka.unibe.ch/files/large/6de207be77d6204fc7ff9f42bbbc5f6fb0c01cd2.jpg,,
abb24753,,"Spielzeugladen für Kolonialwaren aus dem Besitz der Familie Zellweger, 
Trogen, 1770–1790",,1770/1790,Neuzeit,"Besonders anschaulich wird die neue Vielfalt von Stoffmustern in der Einrichtung eines Spielzeugladens für Kolonialwaren und Baumwollstoffe aus den Jahren 1770 bis 1790. Er gehörte der Ausserrhoder Familie Zellweger, befindet sich heute im Historischen Museum Basel und macht mit seinem Angebot zudem auch die Bedeutung weiterer globaler Waren wie Gewürze, Tee oder Zucker deutlich.",Kolonialismus; Kinder; Spiel,Historisches Museum Basel,HMB Inv. Nr. 1916.210,Nicht im Onlinekatalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,4344x2936,,"CC BY-SA 4.0, Maurice Babey
HMB, Inv. 1916.210, Foto Maurice Babey",https://creativecommons.org/licenses/by-sa/4.0/,4,99,image,,https://omeka.unibe.ch/files/large/2ea7cb9ba538700b0d6ae016afd23913119d6e7e.jpg,https://omeka.unibe.ch/files/large/2ea7cb9ba538700b0d6ae016afd23913119d6e7e.jpg,,
abb21119,,Das internationale Handelsnetz der Basler Kaufleute und Fabrikanten,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Über Frankfurt war Basel mit den Ost-und Nordseehäfen Lübeck, Hamburg und
Bremen verbunden, über Köln mit den Niederlanden, wo Amsterdam als Drehscheibe für den Seehandel in die Ost- und Nordsee einerseits, in den Atlantik und die aussereuropäischen Kolonien andererseits diente. Dem Hochrhein entlang gelangte man von Basel über Schaffhausen in den Bodenseeraum bis nach Augsburg und von dort über den Brenner weiter nach Oberitalien. In Richtung Süden verlief seit dem 18. Jahrhundert eine wichtige Verbindung über den Oberen Hauenstein nach Genf, weiter nach Lyon und Marseille. Im Westen führten zwei Strassen über Nancy und Châlons sur Marne oder Troyes nach Paris und von dort zu den französischen Atlantikhäfen. Über den Bözberg und Zürich lief der Transport über die Gotthardroute und die Bündnerpässe bis Mailand, in die Lombardei, nach Genua, Livorno und Venedig und von dort weiter in die Levante.",Wirtschaft; Globalisierung; Kolonialismus,"HMB; Alioth 1981, S. 85.",,"Vorlage von HMB, Basler Stadtgeschichte 2, S. 85",,http://purl.org/dc/dcmitype/Image,application/pdf,1830x1654 / 283x295,Deutsch,"CC BY-SA.4.0
Quelle: HMB; Alioth 1981, S. 85. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,100,compound_object,,,,,
abb21119_0,abb21119,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Über Frankfurt war Basel mit den Ost-und Nordseehäfen Lübeck, Hamburg und
Bremen verbunden, über Köln mit den Niederlanden, wo Amsterdam als Drehscheibe für den Seehandel in die Ost- und Nordsee einerseits, in den Atlantik und die aussereuropäischen Kolonien andererseits diente. Dem Hochrhein entlang gelangte man von Basel über Schaffhausen in den Bodenseeraum bis nach Augsburg und von dort über den Brenner weiter nach Oberitalien. In Richtung Süden verlief seit dem 18. Jahrhundert eine wichtige Verbindung über den Oberen Hauenstein nach Genf, weiter nach Lyon und Marseille. Im Westen führten zwei Strassen über Nancy und Châlons sur Marne oder Troyes nach Paris und von dort zu den französischen Atlantikhäfen. Über den Bözberg und Zürich lief der Transport über die Gotthardroute und die Bündnerpässe bis Mailand, in die Lombardei, nach Genua, Livorno und Venedig und von dort weiter in die Levante.",Wirtschaft; Globalisierung; Kolonialismus,"HMB; Alioth 1981, S. 85.",,"Vorlage von HMB, Basler Stadtgeschichte 2, S. 85",,http://purl.org/dc/dcmitype/Image,application/pdf,1830x1654 / 283x295,Deutsch,"CC BY-SA.4.0
Quelle: HMB; Alioth 1981, S. 85. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,100,pdf,https://omeka.unibe.ch/files/original/871e627dbe0b284768a3d34a40e7fdbff9137e4b.pdf,,,,
abb21119_1,abb21119,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Über Frankfurt war Basel mit den Ost-und Nordseehäfen Lübeck, Hamburg und
Bremen verbunden, über Köln mit den Niederlanden, wo Amsterdam als Drehscheibe für den Seehandel in die Ost- und Nordsee einerseits, in den Atlantik und die aussereuropäischen Kolonien andererseits diente. Dem Hochrhein entlang gelangte man von Basel über Schaffhausen in den Bodenseeraum bis nach Augsburg und von dort über den Brenner weiter nach Oberitalien. In Richtung Süden verlief seit dem 18. Jahrhundert eine wichtige Verbindung über den Oberen Hauenstein nach Genf, weiter nach Lyon und Marseille. Im Westen führten zwei Strassen über Nancy und Châlons sur Marne oder Troyes nach Paris und von dort zu den französischen Atlantikhäfen. Über den Bözberg und Zürich lief der Transport über die Gotthardroute und die Bündnerpässe bis Mailand, in die Lombardei, nach Genua, Livorno und Venedig und von dort weiter in die Levante.",Wirtschaft; Globalisierung; Kolonialismus,"HMB; Alioth 1981, S. 85.",,"Vorlage von HMB, Basler Stadtgeschichte 2, S. 85",,http://purl.org/dc/dcmitype/Image,application/pdf,1830x1654 / 283x295,Deutsch,"CC BY-SA.4.0
Quelle: HMB; Alioth 1981, S. 85. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,100,pdf,https://omeka.unibe.ch/files/original/1835784dcf536243ed09468c31021c219340478e.pdf,,,,
abb21119_2,,Gebirgspässe,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Über Frankfurt war Basel mit den Ost-und Nordseehäfen Lübeck, Hamburg und
Bremen verbunden, über Köln mit den Niederlanden, wo Amsterdam als Drehscheibe für den Seehandel in die Ost- und Nordsee einerseits, in den Atlantik und die aussereuropäischen Kolonien andererseits diente. Dem Hochrhein entlang gelangte man von Basel über Schaffhausen in den Bodenseeraum bis nach Augsburg und von dort über den Brenner weiter nach Oberitalien. In Richtung Süden verlief seit dem 18. Jahrhundert eine wichtige Verbindung über den Oberen Hauenstein nach Genf, weiter nach Lyon und Marseille. Im Westen führten zwei Strassen über Nancy und Châlons sur Marne oder Troyes nach Paris und von dort zu den französischen Atlantikhäfen. Über den Bözberg und Zürich lief der Transport über die Gotthardroute und die Bündnerpässe bis Mailand, in die Lombardei, nach Genua, Livorno und Venedig und von dort weiter in die Levante.",Wirtschaft; Globalisierung; Kolonialismus,"HMB; Alioth 1981, S. 85.",,"Vorlage von HMB, Basler Stadtgeschichte 2, S. 85",,http://purl.org/dc/dcmitype/Image,application/geo+json,1830x1654 / 283x295,Deutsch,"CC BY-SA.4.0
Quelle: HMB; Alioth 1981, S. 85. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,100,geodata,https://omeka.unibe.ch/files/original/3adcfb63fe59c3d01786791f6b98401e8f58d9fc.geojson,,,,
